image_path,label,split
train/Metal/Metal_282.jpg,Metal,train
train/Metal/Metal_65.jpg,Metal,train
train/Metal/Metal_292.jpg,Metal,train
train/Metal/Metal_360.jpg,Metal,train
train/Metal/Metal_559.jpg,Metal,train
train/Metal/Metal_740.jpg,Metal,train
train/Metal/Metal_92.jpg,Metal,train
train/Metal/Metal_511.jpg,Metal,train
train/Metal/Metal_246.jpg,Metal,train
train/Metal/Metal_495.jpg,Metal,train
train/Metal/Metal_758.jpg,Metal,train
train/Metal/Metal_113.jpg,Metal,train
train/Metal/Metal_552.jpg,Metal,train
train/Metal/Metal_269.jpg,Metal,train
train/Metal/Metal_538.jpg,Metal,train
train/Metal/Metal_328.jpg,Metal,train
train/Metal/Metal_273.jpg,Metal,train
train/Metal/Metal_152.jpg,Metal,train
train/Metal/Metal_298.jpg,Metal,train
train/Metal/Metal_3.jpg,Metal,train
train/Metal/Metal_296.jpg,Metal,train
train/Metal/Metal_327.jpg,Metal,train
train/Metal/Metal_103.jpg,Metal,train
train/Metal/Metal_122.jpg,Metal,train
train/Metal/Metal_381.jpg,Metal,train
train/Metal/Metal_173.jpg,Metal,train
train/Metal/Metal_591.jpg,Metal,train
train/Metal/Metal_116.jpg,Metal,train
train/Metal/Metal_190.jpg,Metal,train
train/Metal/Metal_682.jpg,Metal,train
train/Metal/Metal_433.jpg,Metal,train
train/Metal/Metal_632.jpg,Metal,train
train/Metal/Metal_525.jpg,Metal,train
train/Metal/Metal_581.jpg,Metal,train
train/Metal/Metal_158.jpg,Metal,train
train/Metal/Metal_290.jpg,Metal,train
train/Metal/Metal_412.jpg,Metal,train
train/Metal/Metal_470.jpg,Metal,train
train/Metal/Metal_406.jpg,Metal,train
train/Metal/Metal_620.jpg,Metal,train
train/Metal/Metal_635.jpg,Metal,train
train/Metal/Metal_712.jpg,Metal,train
train/Metal/Metal_680.jpg,Metal,train
train/Metal/Metal_634.jpg,Metal,train
train/Metal/Metal_781.jpg,Metal,train
train/Metal/Metal_220.jpg,Metal,train
train/Metal/Metal_589.jpg,Metal,train
train/Metal/Metal_690.jpg,Metal,train
train/Metal/Metal_536.jpg,Metal,train
train/Metal/Metal_496.jpg,Metal,train
train/Metal/Metal_715.jpg,Metal,train
train/Metal/Metal_619.jpg,Metal,train
train/Metal/Metal_251.jpg,Metal,train
train/Metal/Metal_583.jpg,Metal,train
train/Metal/Metal_94.jpg,Metal,train
train/Metal/Metal_326.jpg,Metal,train
train/Metal/Metal_664.jpg,Metal,train
train/Metal/Metal_334.jpg,Metal,train
train/Metal/Metal_453.jpg,Metal,train
train/Metal/Metal_544.jpg,Metal,train
train/Metal/Metal_497.jpg,Metal,train
train/Metal/Metal_423.jpg,Metal,train
train/Metal/Metal_625.jpg,Metal,train
train/Metal/Metal_617.jpg,Metal,train
train/Metal/Metal_136.jpg,Metal,train
train/Metal/Metal_569.jpg,Metal,train
train/Metal/Metal_686.jpg,Metal,train
train/Metal/Metal_631.jpg,Metal,train
train/Metal/Metal_38.jpg,Metal,train
train/Metal/Metal_61.jpg,Metal,train
train/Metal/Metal_534.jpg,Metal,train
train/Metal/Metal_790.jpg,Metal,train
train/Metal/Metal_779.jpg,Metal,train
train/Metal/Metal_291.jpg,Metal,train
train/Metal/Metal_181.jpg,Metal,train
train/Metal/Metal_618.jpg,Metal,train
train/Metal/Metal_560.jpg,Metal,train
train/Metal/Metal_565.jpg,Metal,train
train/Metal/Metal_786.jpg,Metal,train
train/Metal/Metal_548.jpg,Metal,train
train/Metal/Metal_425.jpg,Metal,train
train/Metal/Metal_404.jpg,Metal,train
train/Metal/Metal_79.jpg,Metal,train
train/Metal/Metal_43.jpg,Metal,train
train/Metal/Metal_613.jpg,Metal,train
train/Metal/Metal_614.jpg,Metal,train
train/Metal/Metal_765.jpg,Metal,train
train/Metal/Metal_571.jpg,Metal,train
train/Metal/Metal_447.jpg,Metal,train
train/Metal/Metal_100.jpg,Metal,train
train/Metal/Metal_458.jpg,Metal,train
train/Metal/Metal_66.jpg,Metal,train
train/Metal/Metal_722.jpg,Metal,train
train/Metal/Metal_546.jpg,Metal,train
train/Metal/Metal_647.jpg,Metal,train
train/Metal/Metal_720.jpg,Metal,train
train/Metal/Metal_399.jpg,Metal,train
train/Metal/Metal_537.jpg,Metal,train
train/Metal/Metal_500.jpg,Metal,train
train/Metal/Metal_524.jpg,Metal,train
train/Metal/Metal_757.jpg,Metal,train
train/Metal/Metal_440.jpg,Metal,train
train/Metal/Metal_218.jpg,Metal,train
train/Metal/Metal_191.jpg,Metal,train
train/Metal/Metal_754.jpg,Metal,train
train/Metal/Metal_646.jpg,Metal,train
train/Metal/Metal_663.jpg,Metal,train
train/Metal/Metal_297.jpg,Metal,train
train/Metal/Metal_371.jpg,Metal,train
train/Metal/Metal_281.jpg,Metal,train
train/Metal/Metal_263.jpg,Metal,train
train/Metal/Metal_344.jpg,Metal,train
train/Metal/Metal_106.jpg,Metal,train
train/Metal/Metal_459.jpg,Metal,train
train/Metal/Metal_314.jpg,Metal,train
train/Metal/Metal_1.jpg,Metal,train
train/Metal/Metal_645.jpg,Metal,train
train/Metal/Metal_575.jpg,Metal,train
train/Metal/Metal_15.jpg,Metal,train
train/Metal/Metal_487.jpg,Metal,train
train/Metal/Metal_584.jpg,Metal,train
train/Metal/Metal_169.jpg,Metal,train
train/Metal/Metal_198.jpg,Metal,train
train/Metal/Metal_188.jpg,Metal,train
train/Metal/Metal_81.jpg,Metal,train
train/Metal/Metal_402.jpg,Metal,train
train/Metal/Metal_140.jpg,Metal,train
train/Metal/Metal_60.jpg,Metal,train
train/Metal/Metal_636.jpg,Metal,train
train/Metal/Metal_574.jpg,Metal,train
train/Metal/Metal_510.jpg,Metal,train
train/Metal/Metal_450.jpg,Metal,train
train/Metal/Metal_749.jpg,Metal,train
train/Metal/Metal_579.jpg,Metal,train
train/Metal/Metal_600.jpg,Metal,train
train/Metal/Metal_353.jpg,Metal,train
train/Metal/Metal_76.jpg,Metal,train
train/Metal/Metal_305.jpg,Metal,train
train/Metal/Metal_562.jpg,Metal,train
train/Metal/Metal_221.jpg,Metal,train
train/Metal/Metal_457.jpg,Metal,train
train/Metal/Metal_576.jpg,Metal,train
train/Metal/Metal_329.jpg,Metal,train
train/Metal/Metal_746.jpg,Metal,train
train/Metal/Metal_468.jpg,Metal,train
train/Metal/Metal_778.jpg,Metal,train
train/Metal/Metal_340.jpg,Metal,train
train/Metal/Metal_593.jpg,Metal,train
train/Metal/Metal_111.jpg,Metal,train
train/Metal/Metal_336.jpg,Metal,train
train/Metal/Metal_321.jpg,Metal,train
train/Metal/Metal_702.jpg,Metal,train
train/Metal/Metal_580.jpg,Metal,train
train/Metal/Metal_306.jpg,Metal,train
train/Metal/Metal_68.jpg,Metal,train
train/Metal/Metal_383.jpg,Metal,train
train/Metal/Metal_719.jpg,Metal,train
train/Metal/Metal_606.jpg,Metal,train
train/Metal/Metal_162.jpg,Metal,train
train/Metal/Metal_506.jpg,Metal,train
train/Metal/Metal_492.jpg,Metal,train
train/Metal/Metal_752.jpg,Metal,train
train/Metal/Metal_509.jpg,Metal,train
train/Metal/Metal_131.jpg,Metal,train
train/Metal/Metal_264.jpg,Metal,train
train/Metal/Metal_541.jpg,Metal,train
train/Metal/Metal_87.jpg,Metal,train
train/Metal/Metal_692.jpg,Metal,train
train/Metal/Metal_247.jpg,Metal,train
train/Metal/Metal_401.jpg,Metal,train
train/Metal/Metal_454.jpg,Metal,train
train/Metal/Metal_389.jpg,Metal,train
train/Metal/Metal_202.jpg,Metal,train
train/Metal/Metal_465.jpg,Metal,train
train/Metal/Metal_358.jpg,Metal,train
train/Metal/Metal_207.jpg,Metal,train
train/Metal/Metal_22.jpg,Metal,train
train/Metal/Metal_25.jpg,Metal,train
train/Metal/Metal_183.jpg,Metal,train
train/Metal/Metal_348.jpg,Metal,train
train/Metal/Metal_608.jpg,Metal,train
train/Metal/Metal_421.jpg,Metal,train
train/Metal/Metal_547.jpg,Metal,train
train/Metal/Metal_368.jpg,Metal,train
train/Metal/Metal_512.jpg,Metal,train
train/Metal/Metal_75.jpg,Metal,train
train/Metal/Metal_637.jpg,Metal,train
train/Metal/Metal_283.jpg,Metal,train
train/Metal/Metal_498.jpg,Metal,train
train/Metal/Metal_203.jpg,Metal,train
train/Metal/Metal_157.jpg,Metal,train
train/Metal/Metal_31.jpg,Metal,train
train/Metal/Metal_189.jpg,Metal,train
train/Metal/Metal_125.jpg,Metal,train
train/Metal/Metal_643.jpg,Metal,train
train/Metal/Metal_254.jpg,Metal,train
train/Metal/Metal_630.jpg,Metal,train
train/Metal/Metal_629.jpg,Metal,train
train/Metal/Metal_434.jpg,Metal,train
train/Metal/Metal_557.jpg,Metal,train
train/Metal/Metal_555.jpg,Metal,train
train/Metal/Metal_362.jpg,Metal,train
train/Metal/Metal_204.jpg,Metal,train
train/Metal/Metal_346.jpg,Metal,train
train/Metal/Metal_174.jpg,Metal,train
train/Metal/Metal_107.jpg,Metal,train
train/Metal/Metal_276.jpg,Metal,train
train/Metal/Metal_193.jpg,Metal,train
train/Metal/Metal_370.jpg,Metal,train
train/Metal/Metal_666.jpg,Metal,train
train/Metal/Metal_230.jpg,Metal,train
train/Metal/Metal_419.jpg,Metal,train
train/Metal/Metal_156.jpg,Metal,train
train/Metal/Metal_350.jpg,Metal,train
train/Metal/Metal_484.jpg,Metal,train
train/Metal/Metal_788.jpg,Metal,train
train/Metal/Metal_427.jpg,Metal,train
train/Metal/Metal_64.jpg,Metal,train
train/Metal/Metal_530.jpg,Metal,train
train/Metal/Metal_737.jpg,Metal,train
train/Metal/Metal_10.jpg,Metal,train
train/Metal/Metal_393.jpg,Metal,train
train/Metal/Metal_745.jpg,Metal,train
train/Metal/Metal_227.jpg,Metal,train
train/Metal/Metal_317.jpg,Metal,train
train/Metal/Metal_501.jpg,Metal,train
train/Metal/Metal_127.jpg,Metal,train
train/Metal/Metal_168.jpg,Metal,train
train/Metal/Metal_301.jpg,Metal,train
train/Metal/Metal_160.jpg,Metal,train
train/Metal/Metal_508.jpg,Metal,train
train/Metal/Metal_672.jpg,Metal,train
train/Metal/Metal_351.jpg,Metal,train
train/Metal/Metal_62.jpg,Metal,train
train/Metal/Metal_499.jpg,Metal,train
train/Metal/Metal_516.jpg,Metal,train
train/Metal/Metal_673.jpg,Metal,train
train/Metal/Metal_48.jpg,Metal,train
train/Metal/Metal_177.jpg,Metal,train
train/Metal/Metal_789.jpg,Metal,train
train/Metal/Metal_711.jpg,Metal,train
train/Metal/Metal_219.jpg,Metal,train
train/Metal/Metal_568.jpg,Metal,train
train/Metal/Metal_751.jpg,Metal,train
train/Metal/Metal_475.jpg,Metal,train
train/Metal/Metal_756.jpg,Metal,train
train/Metal/Metal_341.jpg,Metal,train
train/Metal/Metal_668.jpg,Metal,train
train/Metal/Metal_300.jpg,Metal,train
train/Metal/Metal_598.jpg,Metal,train
train/Metal/Metal_354.jpg,Metal,train
train/Metal/Metal_252.jpg,Metal,train
train/Metal/Metal_747.jpg,Metal,train
train/Metal/Metal_88.jpg,Metal,train
train/Metal/Metal_185.jpg,Metal,train
train/Metal/Metal_119.jpg,Metal,train
train/Metal/Metal_460.jpg,Metal,train
train/Metal/Metal_175.jpg,Metal,train
train/Metal/Metal_241.jpg,Metal,train
train/Metal/Metal_240.jpg,Metal,train
train/Metal/Metal_123.jpg,Metal,train
train/Metal/Metal_27.jpg,Metal,train
train/Metal/Metal_780.jpg,Metal,train
train/Metal/Metal_539.jpg,Metal,train
train/Metal/Metal_679.jpg,Metal,train
train/Metal/Metal_294.jpg,Metal,train
train/Metal/Metal_486.jpg,Metal,train
train/Metal/Metal_730.jpg,Metal,train
train/Metal/Metal_463.jpg,Metal,train
train/Metal/Metal_407.jpg,Metal,train
train/Metal/Metal_120.jpg,Metal,train
train/Metal/Metal_777.jpg,Metal,train
train/Metal/Metal_208.jpg,Metal,train
train/Metal/Metal_605.jpg,Metal,train
train/Metal/Metal_658.jpg,Metal,train
train/Metal/Metal_735.jpg,Metal,train
train/Metal/Metal_180.jpg,Metal,train
train/Metal/Metal_642.jpg,Metal,train
train/Metal/Metal_659.jpg,Metal,train
train/Metal/Metal_448.jpg,Metal,train
train/Metal/Metal_167.jpg,Metal,train
train/Metal/Metal_164.jpg,Metal,train
train/Metal/Metal_633.jpg,Metal,train
train/Metal/Metal_392.jpg,Metal,train
train/Metal/Metal_731.jpg,Metal,train
train/Metal/Metal_727.jpg,Metal,train
train/Metal/Metal_37.jpg,Metal,train
train/Metal/Metal_28.jpg,Metal,train
train/Metal/Metal_374.jpg,Metal,train
train/Metal/Metal_142.jpg,Metal,train
train/Metal/Metal_550.jpg,Metal,train
train/Metal/Metal_573.jpg,Metal,train
train/Metal/Metal_654.jpg,Metal,train
train/Metal/Metal_176.jpg,Metal,train
train/Metal/Metal_678.jpg,Metal,train
train/Metal/Metal_743.jpg,Metal,train
train/Metal/Metal_105.jpg,Metal,train
train/Metal/Metal_331.jpg,Metal,train
train/Metal/Metal_413.jpg,Metal,train
train/Metal/Metal_54.jpg,Metal,train
train/Metal/Metal_441.jpg,Metal,train
train/Metal/Metal_662.jpg,Metal,train
train/Metal/Metal_545.jpg,Metal,train
train/Metal/Metal_302.jpg,Metal,train
train/Metal/Metal_626.jpg,Metal,train
train/Metal/Metal_515.jpg,Metal,train
train/Metal/Metal_531.jpg,Metal,train
train/Metal/Metal_656.jpg,Metal,train
train/Metal/Metal_42.jpg,Metal,train
train/Metal/Metal_13.jpg,Metal,train
train/Metal/Metal_517.jpg,Metal,train
train/Metal/Metal_615.jpg,Metal,train
train/Metal/Metal_379.jpg,Metal,train
train/Metal/Metal_372.jpg,Metal,train
train/Metal/Metal_275.jpg,Metal,train
train/Metal/Metal_386.jpg,Metal,train
train/Metal/Metal_695.jpg,Metal,train
train/Metal/Metal_95.jpg,Metal,train
train/Metal/Metal_224.jpg,Metal,train
train/Metal/Metal_729.jpg,Metal,train
train/Metal/Metal_491.jpg,Metal,train
train/Metal/Metal_112.jpg,Metal,train
train/Metal/Metal_121.jpg,Metal,train
train/Metal/Metal_543.jpg,Metal,train
train/Metal/Metal_361.jpg,Metal,train
train/Metal/Metal_49.jpg,Metal,train
train/Metal/Metal_145.jpg,Metal,train
train/Metal/Metal_485.jpg,Metal,train
train/Metal/Metal_504.jpg,Metal,train
train/Metal/Metal_472.jpg,Metal,train
train/Metal/Metal_410.jpg,Metal,train
train/Metal/Metal_355.jpg,Metal,train
train/Metal/Metal_610.jpg,Metal,train
train/Metal/Metal_713.jpg,Metal,train
train/Metal/Metal_255.jpg,Metal,train
train/Metal/Metal_194.jpg,Metal,train
train/Metal/Metal_46.jpg,Metal,train
train/Metal/Metal_315.jpg,Metal,train
train/Metal/Metal_764.jpg,Metal,train
train/Metal/Metal_597.jpg,Metal,train
train/Metal/Metal_502.jpg,Metal,train
train/Metal/Metal_349.jpg,Metal,train
train/Metal/Metal_316.jpg,Metal,train
train/Metal/Metal_286.jpg,Metal,train
train/Metal/Metal_318.jpg,Metal,train
train/Metal/Metal_238.jpg,Metal,train
train/Metal/Metal_201.jpg,Metal,train
train/Metal/Metal_657.jpg,Metal,train
train/Metal/Metal_693.jpg,Metal,train
train/Metal/Metal_697.jpg,Metal,train
train/Metal/Metal_63.jpg,Metal,train
train/Metal/Metal_675.jpg,Metal,train
train/Metal/Metal_602.jpg,Metal,train
train/Metal/Metal_57.jpg,Metal,train
train/Metal/Metal_197.jpg,Metal,train
train/Metal/Metal_332.jpg,Metal,train
train/Metal/Metal_151.jpg,Metal,train
train/Metal/Metal_704.jpg,Metal,train
train/Metal/Metal_739.jpg,Metal,train
train/Metal/Metal_391.jpg,Metal,train
train/Metal/Metal_153.jpg,Metal,train
train/Metal/Metal_482.jpg,Metal,train
train/Metal/Metal_270.jpg,Metal,train
train/Metal/Metal_532.jpg,Metal,train
train/Metal/Metal_384.jpg,Metal,train
train/Metal/Metal_449.jpg,Metal,train
train/Metal/Metal_52.jpg,Metal,train
train/Metal/Metal_382.jpg,Metal,train
train/Metal/Metal_154.jpg,Metal,train
train/Metal/Metal_279.jpg,Metal,train
train/Metal/Metal_178.jpg,Metal,train
train/Metal/Metal_352.jpg,Metal,train
train/Metal/Metal_211.jpg,Metal,train
train/Metal/Metal_561.jpg,Metal,train
train/Metal/Metal_523.jpg,Metal,train
train/Metal/Metal_783.jpg,Metal,train
train/Metal/Metal_261.jpg,Metal,train
train/Metal/Metal_464.jpg,Metal,train
train/Metal/Metal_708.jpg,Metal,train
train/Metal/Metal_473.jpg,Metal,train
train/Metal/Metal_725.jpg,Metal,train
train/Metal/Metal_339.jpg,Metal,train
train/Metal/Metal_144.jpg,Metal,train
train/Metal/Metal_726.jpg,Metal,train
train/Metal/Metal_338.jpg,Metal,train
train/Metal/Metal_733.jpg,Metal,train
train/Metal/Metal_430.jpg,Metal,train
train/Metal/Metal_312.jpg,Metal,train
train/Metal/Metal_669.jpg,Metal,train
train/Metal/Metal_648.jpg,Metal,train
train/Metal/Metal_728.jpg,Metal,train
train/Metal/Metal_444.jpg,Metal,train
train/Metal/Metal_4.jpg,Metal,train
train/Metal/Metal_594.jpg,Metal,train
train/Metal/Metal_50.jpg,Metal,train
train/Metal/Metal_235.jpg,Metal,train
train/Metal/Metal_376.jpg,Metal,train
train/Metal/Metal_215.jpg,Metal,train
train/Metal/Metal_130.jpg,Metal,train
train/Metal/Metal_182.jpg,Metal,train
train/Metal/Metal_58.jpg,Metal,train
train/Metal/Metal_85.jpg,Metal,train
train/Metal/Metal_365.jpg,Metal,train
train/Metal/Metal_787.jpg,Metal,train
train/Metal/Metal_53.jpg,Metal,train
train/Metal/Metal_307.jpg,Metal,train
train/Metal/Metal_596.jpg,Metal,train
train/Metal/Metal_775.jpg,Metal,train
train/Metal/Metal_439.jpg,Metal,train
train/Metal/Metal_732.jpg,Metal,train
train/Metal/Metal_93.jpg,Metal,train
train/Metal/Metal_229.jpg,Metal,train
train/Metal/Metal_32.jpg,Metal,train
train/Metal/Metal_396.jpg,Metal,train
train/Metal/Metal_551.jpg,Metal,train
train/Metal/Metal_8.jpg,Metal,train
train/Metal/Metal_146.jpg,Metal,train
train/Metal/Metal_522.jpg,Metal,train
train/Metal/Metal_503.jpg,Metal,train
train/Metal/Metal_698.jpg,Metal,train
train/Metal/Metal_694.jpg,Metal,train
train/Metal/Metal_699.jpg,Metal,train
train/Metal/Metal_736.jpg,Metal,train
train/Metal/Metal_196.jpg,Metal,train
train/Metal/Metal_274.jpg,Metal,train
train/Metal/Metal_18.jpg,Metal,train
train/Metal/Metal_313.jpg,Metal,train
train/Metal/Metal_750.jpg,Metal,train
train/Metal/Metal_411.jpg,Metal,train
train/Metal/Metal_582.jpg,Metal,train
train/Metal/Metal_77.jpg,Metal,train
train/Metal/Metal_80.jpg,Metal,train
train/Metal/Metal_253.jpg,Metal,train
train/Metal/Metal_741.jpg,Metal,train
train/Metal/Metal_687.jpg,Metal,train
train/Metal/Metal_616.jpg,Metal,train
train/Metal/Metal_380.jpg,Metal,train
train/Metal/Metal_477.jpg,Metal,train
train/Metal/Metal_676.jpg,Metal,train
train/Metal/Metal_563.jpg,Metal,train
train/Metal/Metal_161.jpg,Metal,train
train/Metal/Metal_14.jpg,Metal,train
train/Metal/Metal_139.jpg,Metal,train
train/Metal/Metal_388.jpg,Metal,train
train/Metal/Metal_488.jpg,Metal,train
train/Metal/Metal_149.jpg,Metal,train
train/Metal/Metal_375.jpg,Metal,train
train/Metal/Metal_762.jpg,Metal,train
train/Metal/Metal_493.jpg,Metal,train
train/Metal/Metal_148.jpg,Metal,train
train/Metal/Metal_554.jpg,Metal,train
train/Metal/Metal_109.jpg,Metal,train
train/Metal/Metal_110.jpg,Metal,train
train/Metal/Metal_409.jpg,Metal,train
train/Metal/Metal_767.jpg,Metal,train
train/Metal/Metal_39.jpg,Metal,train
train/Metal/Metal_217.jpg,Metal,train
train/Metal/Metal_564.jpg,Metal,train
train/Metal/Metal_703.jpg,Metal,train
train/Metal/Metal_143.jpg,Metal,train
train/Metal/Metal_133.jpg,Metal,train
train/Metal/Metal_624.jpg,Metal,train
train/Metal/Metal_681.jpg,Metal,train
train/Metal/Metal_424.jpg,Metal,train
train/Metal/Metal_478.jpg,Metal,train
train/Metal/Metal_159.jpg,Metal,train
train/Metal/Metal_138.jpg,Metal,train
train/Metal/Metal_432.jpg,Metal,train
train/Metal/Metal_621.jpg,Metal,train
train/Metal/Metal_601.jpg,Metal,train
train/Metal/Metal_256.jpg,Metal,train
train/Metal/Metal_304.jpg,Metal,train
train/Metal/Metal_244.jpg,Metal,train
train/Metal/Metal_655.jpg,Metal,train
train/Metal/Metal_397.jpg,Metal,train
train/Metal/Metal_225.jpg,Metal,train
train/Metal/Metal_724.jpg,Metal,train
train/Metal/Metal_429.jpg,Metal,train
train/Metal/Metal_415.jpg,Metal,train
train/Metal/Metal_395.jpg,Metal,train
train/Metal/Metal_540.jpg,Metal,train
train/Metal/Metal_359.jpg,Metal,train
train/Metal/Metal_638.jpg,Metal,train
train/Metal/Metal_82.jpg,Metal,train
train/Metal/Metal_96.jpg,Metal,train
train/Metal/Metal_520.jpg,Metal,train
train/Metal/Metal_445.jpg,Metal,train
train/Metal/Metal_627.jpg,Metal,train
train/Metal/Metal_69.jpg,Metal,train
train/Metal/Metal_776.jpg,Metal,train
train/Metal/Metal_774.jpg,Metal,train
train/Metal/Metal_611.jpg,Metal,train
train/Metal/Metal_51.jpg,Metal,train
train/Metal/Metal_115.jpg,Metal,train
train/Metal/Metal_587.jpg,Metal,train
train/Metal/Metal_59.jpg,Metal,train
train/Metal/Metal_760.jpg,Metal,train
train/Metal/Metal_462.jpg,Metal,train
train/Metal/Metal_73.jpg,Metal,train
train/Metal/Metal_706.jpg,Metal,train
train/Metal/Metal_91.jpg,Metal,train
train/Metal/Metal_288.jpg,Metal,train
train/Metal/Metal_83.jpg,Metal,train
train/Metal/Metal_232.jpg,Metal,train
train/Metal/Metal_400.jpg,Metal,train
train/Metal/Metal_21.jpg,Metal,train
train/Metal/Metal_128.jpg,Metal,train
train/Metal/Metal_299.jpg,Metal,train
train/Metal/Metal_126.jpg,Metal,train
train/Metal/Metal_342.jpg,Metal,train
train/Metal/Metal_205.jpg,Metal,train
train/Metal/Metal_723.jpg,Metal,train
train/Metal/Metal_742.jpg,Metal,train
train/Metal/Metal_209.jpg,Metal,train
train/Metal/Metal_335.jpg,Metal,train
train/Metal/Metal_660.jpg,Metal,train
train/Metal/Metal_709.jpg,Metal,train
train/Metal/Metal_41.jpg,Metal,train
train/Metal/Metal_377.jpg,Metal,train
train/Metal/Metal_588.jpg,Metal,train
train/Metal/Metal_748.jpg,Metal,train
train/Metal/Metal_556.jpg,Metal,train
train/Metal/Metal_701.jpg,Metal,train
train/Metal/Metal_337.jpg,Metal,train
train/Metal/Metal_494.jpg,Metal,train
train/Metal/Metal_166.jpg,Metal,train
train/Metal/Metal_84.jpg,Metal,train
train/Metal/Metal_97.jpg,Metal,train
train/Metal/Metal_6.jpg,Metal,train
train/Metal/Metal_691.jpg,Metal,train
train/Metal/Metal_280.jpg,Metal,train
train/Metal/Metal_330.jpg,Metal,train
train/Metal/Metal_265.jpg,Metal,train
train/Metal/Metal_514.jpg,Metal,train
train/Metal/Metal_171.jpg,Metal,train
train/Metal/Metal_319.jpg,Metal,train
train/Metal/Metal_245.jpg,Metal,train
train/Metal/Metal_707.jpg,Metal,train
train/Metal/Metal_644.jpg,Metal,train
train/Glass/Glass_399.jpg,Glass,train
train/Glass/Glass_95.jpg,Glass,train
train/Glass/Glass_184.jpg,Glass,train
